File,UserId,Smell,ModelPrediction,UserAnnotation
ca09c5e1eb808bda0ccb837651268935,2,LongMethod,true,false
ca09c5e1eb808bda0ccb837651268935,6,ComplexMethod,true,true
ca09c5e1eb808bda0ccb837651268935,6,LongMethod,true,true
ca09c5e1eb808bda0ccb837651268935,9,LongMethod,true,true
ca09c5e1eb808bda0ccb837651268935,9,LongMethod,true,false
467cb0554d01f77911f72e8523f7bea6,7,LongMethod,false,true
467cb0554d01f77911f72e8523f7bea6,7,ComplexMethod,false,true
467cb0554d01f77911f72e8523f7bea6,7,MultiFaceted,false,true
21716ab8eac936b1f6c828fb6e2cfa33,14,ComplexMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,14,LongMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,4,ComplexMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,6,ComplexMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,6,LongMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,7,ComplexMethod,false,true
b5afbb1224d783a248f5ca6eb9581f61,7,ComplexMethod,false,true
3c66e199ef985a03aaebd52e1f833977,8,ComplexMethod,false,true
7c36d2600ec43b87c6c5183b2ac9047d,7,LongMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,11,ComplexMethod,true,false
ddce12a8fe1b0084378fb94bf50ae182,11,LongMethod,true,false
ddce12a8fe1b0084378fb94bf50ae182,11,ComplexMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,12,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,12,ComplexMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,14,ComplexMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,14,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,14,LongMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,1,ComplexMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,1,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,2,ComplexMethod,true,false
ddce12a8fe1b0084378fb94bf50ae182,2,LongMethod,true,false
ddce12a8fe1b0084378fb94bf50ae182,2,ComplexMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,5,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,5,ComplexMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,6,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,6,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,6,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,6,ComplexMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,8,LongMethod,true,false
ddce12a8fe1b0084378fb94bf50ae182,9,ComplexMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,9,LongMethod,true,true
2b37b5aa0f3bb2c48053a73fce050266,12,MultiFaceted,false,true
2b37b5aa0f3bb2c48053a73fce050266,5,MultiFaceted,false,true
37626cc4fed82fc4d1885da083022e0d,6,ComplexMethod,true,true
37626cc4fed82fc4d1885da083022e0d,6,ComplexMethod,true,true
37626cc4fed82fc4d1885da083022e0d,9,ComplexMethod,true,true
652856b14d05f4ac51887a50b6948de2,12,MultiFaceted,false,true
652856b14d05f4ac51887a50b6948de2,5,MultiFaceted,false,true
80b535aa0b01bc1557ee75e4e9b6e3e4,7,LongMethod,false,true
34f51ab43fce2d3ac15b4ed6148d8c54,7,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,13,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,13,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,14,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,14,LongMethod,false,true
9278d91198114ba5677f42a27d77f763,9,ComplexMethod,false,true
514f9c748609571ddfd3818b9a04841a,6,LongMethod,true,false
514f9c748609571ddfd3818b9a04841a,6,LongMethod,true,true
514f9c748609571ddfd3818b9a04841a,8,MultiFaceted,false,true
9db3e2d6452f81c086e837aa6ceefc98,10,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,10,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,11,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,13,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,14,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,1,LongMethod,true,false
9db3e2d6452f81c086e837aa6ceefc98,4,LongMethod,true,false
df0eaa19ca185ef9982fae30ab8d0830,13,LongMethod,true,false
df0eaa19ca185ef9982fae30ab8d0830,14,LongMethod,true,false
eebe0181938539ee7c77045b0d00b3fd,8,LongMethod,false,true
5da61106e38dbe193ba9214359759e67,13,LongMethod,true,true
2caefa4a2dfe25ec7e6d9807eaa76af9,11,MultiFaceted,true,true
4067b9c7d2e69a926ecf4920759ad5d5,7,MultiFaceted,false,true
5f15c5dbf8c9d54903e7b74f7ce25522,10,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,11,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,11,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,12,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,14,LongMethod,true,true
5f15c5dbf8c9d54903e7b74f7ce25522,1,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,2,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,2,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,5,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,9,LongMethod,true,true
33d86b69614137f6ece67ee791069495,11,LongMethod,true,false
33d86b69614137f6ece67ee791069495,13,LongMethod,true,false
33d86b69614137f6ece67ee791069495,13,LongMethod,true,false
33d86b69614137f6ece67ee791069495,14,LongMethod,true,false
33d86b69614137f6ece67ee791069495,14,LongMethod,true,false
33d86b69614137f6ece67ee791069495,4,LongMethod,true,false
33d86b69614137f6ece67ee791069495,6,LongMethod,true,true
33d86b69614137f6ece67ee791069495,6,LongMethod,true,true
2daf7a96d440906a0d4dceae5b9175a3,8,MultiFaceted,false,true
dda5feb01f67208b710a91634a59eab5,13,ComplexMethod,false,true
dda5feb01f67208b710a91634a59eab5,14,ComplexMethod,false,true
dda5feb01f67208b710a91634a59eab5,6,ComplexMethod,false,true
dda5feb01f67208b710a91634a59eab5,6,ComplexMethod,true,true
dda5feb01f67208b710a91634a59eab5,8,ComplexMethod,true,true
c4c940be7d8ae27d3fc4ee47652c71da,7,ComplexMethod,false,true
a66dbe745e38fbf23dfba1e833f438b4,10,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,11,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,13,LongMethod,true,true
a66dbe745e38fbf23dfba1e833f438b4,14,LongMethod,true,true
a66dbe745e38fbf23dfba1e833f438b4,1,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,4,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,6,ComplexMethod,false,true
a66dbe745e38fbf23dfba1e833f438b4,6,ComplexMethod,false,true
a66dbe745e38fbf23dfba1e833f438b4,6,ComplexMethod,false,true
a66dbe745e38fbf23dfba1e833f438b4,8,LongMethod,true,true
847a8f2c60ef11d251c4b384a27acb1c,10,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,12,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,1,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,5,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,6,LongMethod,true,true
847a8f2c60ef11d251c4b384a27acb1c,7,MultiFaceted,false,true
847a8f2c60ef11d251c4b384a27acb1c,8,ComplexMethod,false,true
24e81aeda82d158ff71ad25daf8fb39f,6,ComplexMethod,true,true
9c25519725b32c5d196920609103581d,7,ComplexMethod,false,true
33d844c2ac3c1f0e35bb2df561bd91c9,13,ComplexMethod,false,true
33d844c2ac3c1f0e35bb2df561bd91c9,14,LongMethod,true,true
a87172882bea3e8c64c169c45d6f9f55,12,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,12,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,13,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,13,MultiFaceted,false,true
a87172882bea3e8c64c169c45d6f9f55,14,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,1,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,4,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,5,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,5,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,6,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,6,LongMethod,true,false
a87172882bea3e8c64c169c45d6f9f55,9,ComplexMethod,false,true
d2fc434208f4096e677dbdff1b163156,10,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,10,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,11,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,12,LongMethod,true,true
d2fc434208f4096e677dbdff1b163156,13,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,14,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,1,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,1,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,4,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,5,LongMethod,true,true
d2fc434208f4096e677dbdff1b163156,6,LongMethod,true,true
d2fc434208f4096e677dbdff1b163156,8,ComplexMethod,false,true
d2fc434208f4096e677dbdff1b163156,8,LongMethod,true,true
d2fc434208f4096e677dbdff1b163156,8,MultiFaceted,false,true
cf09dc1ad164e4f13e2d7fb2cfd4b496,10,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,10,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,11,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,13,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,14,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,1,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,1,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,4,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,6,ComplexMethod,false,true
cf09dc1ad164e4f13e2d7fb2cfd4b496,7,ComplexMethod,false,true
cf09dc1ad164e4f13e2d7fb2cfd4b496,8,ComplexMethod,false,true
964c6f2a0d10069a44dcd7a35247ac7d,7,ComplexMethod,false,true
78baedb9f1a4527e7725f26394daad0c,11,MultiFaceted,true,true
78baedb9f1a4527e7725f26394daad0c,5,MultiFaceted,false,true
e331aaaf9456aef23ee59cdcb99d248e,7,LongMethod,false,true
ab877940c11dd0defa29a124b3078d5b,7,LongMethod,false,true
958cf7838f92a0feb3794e8a4fcbac3b,6,MultiFaceted,true,true
63d9ca447e7dff7e02f65543c14c907d,8,MultiFaceted,false,true
7ed9647cfe0ea3aef244daf5149a302c,10,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,10,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,12,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,14,LongMethod,true,true
7ed9647cfe0ea3aef244daf5149a302c,1,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,2,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,5,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,9,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,11,ComplexMethod,true,false
889b5cf38941d9fff80c520a5c491f88,11,LongMethod,true,false
889b5cf38941d9fff80c520a5c491f88,11,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,12,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,14,ComplexMethod,true,false
889b5cf38941d9fff80c520a5c491f88,14,LongMethod,true,false
889b5cf38941d9fff80c520a5c491f88,1,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,1,LongMethod,true,true
889b5cf38941d9fff80c520a5c491f88,2,ComplexMethod,true,false
889b5cf38941d9fff80c520a5c491f88,2,LongMethod,true,false
889b5cf38941d9fff80c520a5c491f88,2,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,4,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,5,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,6,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,6,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,6,LongMethod,true,true
889b5cf38941d9fff80c520a5c491f88,9,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,9,LongMethod,true,true
bec5ad6a2e6ecad192c45c2680f3fd56,6,LongMethod,true,false
986e4f49d281752e1dcf4ff2309f18f2,7,LongMethod,false,true
86c911d37a838b2ff57cc9896dc17bef,7,ComplexMethod,false,true
28a040266a7d531976556fc2afb910a8,7,MultiFaceted,false,true
c0d9e522b93e43773a6aa311b81e7e63,13,LongMethod,true,false
c0d9e522b93e43773a6aa311b81e7e63,13,LongMethod,true,true
c0d9e522b93e43773a6aa311b81e7e63,14,LongMethod,true,false
c0d9e522b93e43773a6aa311b81e7e63,4,LongMethod,true,false
c0d9e522b93e43773a6aa311b81e7e63,7,LongMethod,false,true
7234b5f48eed2dd2f25e16861e491b10,5,MultiFaceted,false,true
7234b5f48eed2dd2f25e16861e491b10,8,MultiFaceted,true,true
5b1faae4f0cdef29da0aae3b29752499,11,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,11,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,14,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,14,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,1,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,1,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,2,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,3,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,6,ComplexMethod,true,true
5b1faae4f0cdef29da0aae3b29752499,6,LongMethod,true,true
5b1faae4f0cdef29da0aae3b29752499,7,LongMethod,false,true
5b1faae4f0cdef29da0aae3b29752499,9,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,9,LongMethod,true,false
e6302103fcde6b7d0296d1005e5c785d,6,LongMethod,true,false
e6302103fcde6b7d0296d1005e5c785d,6,LongMethod,true,true
e6302103fcde6b7d0296d1005e5c785d,8,ComplexMethod,false,true
1501839811cb4b1c76011a5c9711ab74,7,ComplexMethod,false,true
8e44a306e4976b72e7dc409f63247b9f,13,ComplexMethod,false,true
8e44a306e4976b72e7dc409f63247b9f,14,ComplexMethod,true,true
3be83c4bf46e3b8cd3a9bb71e6c9106d,7,MultiFaceted,false,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,10,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,10,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,11,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,12,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,13,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,14,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,1,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,1,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,1,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,4,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,5,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,8,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,8,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,8,ComplexMethod,true,true
b2b2db9ef3e1f5c618c34fa2f9255326,7,MultiFaceted,false,true
a70a276e0b1afc5316aee53d1de24046,9,ComplexMethod,true,true
e0a4291cfbe4aecf7915dbfeed042a61,7,LongMethod,false,true
9398a2200b7cbbd9b21b3f1abcc0f4d9,7,ComplexMethod,false,true
6677d0a2359b137e6e4ccff78daf519f,7,LongMethod,false,true
fc803f6a1e1aa9d99d7c93276521b901,7,MultiFaceted,false,true
ac42d5d9e0a1342c7b05062a04663d99,6,LongMethod,true,false
93f06a87c53f6be9e4c07ea62a4926cd,11,LongMethod,true,true
93f06a87c53f6be9e4c07ea62a4926cd,12,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,12,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,1,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,2,LongMethod,true,true
93f06a87c53f6be9e4c07ea62a4926cd,5,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,5,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,6,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,7,ComplexMethod,false,true
25dfd34de877d7602ad6653d801afaa8,10,ComplexMethod,true,true
25dfd34de877d7602ad6653d801afaa8,11,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,12,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,14,ComplexMethod,true,true
25dfd34de877d7602ad6653d801afaa8,1,ComplexMethod,true,true
25dfd34de877d7602ad6653d801afaa8,2,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,5,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,9,ComplexMethod,true,true
90e08b0f8dcc70f38bf09522a04c2dd9,7,LongMethod,false,true
90e08b0f8dcc70f38bf09522a04c2dd9,8,LongMethod,false,true
0213ba65b562c9a8c6f7b994f1065516,11,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,14,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,1,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,3,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,6,LongMethod,true,true
0213ba65b562c9a8c6f7b994f1065516,9,LongMethod,true,false
40a68f77e8d665086e38a89e3f999da7,14,LongMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,11,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,12,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,12,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,12,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,13,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,14,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,1,ComplexMethod,false,true
