File,UserId,Smell,ModelPrediction,UserAnnotation
2b37b5aa0f3bb2c48053a73fce050266,12_before,MultiFaceted,false,true
2b37b5aa0f3bb2c48053a73fce050266,5_before,MultiFaceted,false,true
37626cc4fed82fc4d1885da083022e0d,6_before,ComplexMethod,true,true
37626cc4fed82fc4d1885da083022e0d,9_before,ComplexMethod,true,true
80b535aa0b01bc1557ee75e4e9b6e3e4,7_before,LongMethod,false,true
34f51ab43fce2d3ac15b4ed6148d8c54,7_before,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,13_before,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,13_before,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,14_before,LongMethod,false,true
5ae1bdcf07a34dc85119ffd5fdb60d53,14_before,LongMethod,false,true
9278d91198114ba5677f42a27d77f763,9_before,ComplexMethod,false,true
514f9c748609571ddfd3818b9a04841a,6_before,LongMethod,true,false
514f9c748609571ddfd3818b9a04841a,6_before,LongMethod,true,true
514f9c748609571ddfd3818b9a04841a,8_before,MultiFaceted,false,true
9db3e2d6452f81c086e837aa6ceefc98,14_before,LongMethod,true,false
df0eaa19ca185ef9982fae30ab8d0830,14_before,LongMethod,true,false
eebe0181938539ee7c77045b0d00b3fd,8_before,LongMethod,false,true
2caefa4a2dfe25ec7e6d9807eaa76af9,11_before,MultiFaceted,true,true
4067b9c7d2e69a926ecf4920759ad5d5,7_before,MultiFaceted,false,true
5f15c5dbf8c9d54903e7b74f7ce25522,10_before,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,11_before,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,11_before,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,12_before,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,2_before,LongMethod,true,false
5f15c5dbf8c9d54903e7b74f7ce25522,5_before,LongMethod,true,false
33d86b69614137f6ece67ee791069495,14_before,LongMethod,true,false
33d86b69614137f6ece67ee791069495,14_before,LongMethod,true,false
33d86b69614137f6ece67ee791069495,4_before,LongMethod,true,false
33d86b69614137f6ece67ee791069495,6_before,LongMethod,true,true
2daf7a96d440906a0d4dceae5b9175a3,8_before,MultiFaceted,false,true
dda5feb01f67208b710a91634a59eab5,14_before,ComplexMethod,false,true
dda5feb01f67208b710a91634a59eab5,6_before,ComplexMethod,true,true
c4c940be7d8ae27d3fc4ee47652c71da,7_before,ComplexMethod,false,true
a66dbe745e38fbf23dfba1e833f438b4,10_before,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,14_before,LongMethod,true,true
a66dbe745e38fbf23dfba1e833f438b4,4_before,LongMethod,true,false
a66dbe745e38fbf23dfba1e833f438b4,6_before,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,10_before,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,1_before,ComplexMethod,false,true
847a8f2c60ef11d251c4b384a27acb1c,6_before,LongMethod,true,true
847a8f2c60ef11d251c4b384a27acb1c,8_before,ComplexMethod,false,true
24e81aeda82d158ff71ad25daf8fb39f,6_before,ComplexMethod,true,true
9c25519725b32c5d196920609103581d,7_before,ComplexMethod,false,true
33d844c2ac3c1f0e35bb2df561bd91c9,13_before,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,12_before,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,13_before,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,13_before,MultiFaceted,false,true
a87172882bea3e8c64c169c45d6f9f55,1_before,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,5_before,ComplexMethod,false,true
a87172882bea3e8c64c169c45d6f9f55,6_before,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,10_before,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,14_before,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,4_before,LongMethod,true,false
cf09dc1ad164e4f13e2d7fb2cfd4b496,6_before,ComplexMethod,false,true
cf09dc1ad164e4f13e2d7fb2cfd4b496,7_before,ComplexMethod,false,true
d2fc434208f4096e677dbdff1b163156,14_before,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,4_before,LongMethod,true,false
d2fc434208f4096e677dbdff1b163156,6_before,LongMethod,true,true
d2fc434208f4096e677dbdff1b163156,8_before,MultiFaceted,false,true
964c6f2a0d10069a44dcd7a35247ac7d,7_before,ComplexMethod,false,true
78baedb9f1a4527e7725f26394daad0c,11_before,MultiFaceted,true,true
78baedb9f1a4527e7725f26394daad0c,5_before,MultiFaceted,false,true
e331aaaf9456aef23ee59cdcb99d248e,7_before,LongMethod,false,true
ab877940c11dd0defa29a124b3078d5b,7_before,LongMethod,false,true
7ed9647cfe0ea3aef244daf5149a302c,10_before,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,12_before,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,1_before,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,5_before,LongMethod,true,false
7ed9647cfe0ea3aef244daf5149a302c,9_before,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,11_before,ComplexMethod,true,false
889b5cf38941d9fff80c520a5c491f88,11_before,LongMethod,true,false
889b5cf38941d9fff80c520a5c491f88,11_before,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,1_before,ComplexMethod,true,true
889b5cf38941d9fff80c520a5c491f88,1_before,LongMethod,true,true
889b5cf38941d9fff80c520a5c491f88,2_before,ComplexMethod,true,false
889b5cf38941d9fff80c520a5c491f88,2_before,LongMethod,true,false
889b5cf38941d9fff80c520a5c491f88,2_before,ComplexMethod,false,true
889b5cf38941d9fff80c520a5c491f88,6_before,LongMethod,true,true
986e4f49d281752e1dcf4ff2309f18f2,7_before,LongMethod,false,true
c0d9e522b93e43773a6aa311b81e7e63,14_before,LongMethod,true,false
c0d9e522b93e43773a6aa311b81e7e63,4_before,LongMethod,true,false
7234b5f48eed2dd2f25e16861e491b10,5_before,MultiFaceted,false,true
5b1faae4f0cdef29da0aae3b29752499,11_before,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,11_before,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,1_before,ComplexMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,1_before,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,3_before,LongMethod,true,false
5b1faae4f0cdef29da0aae3b29752499,6_before,ComplexMethod,true,true
5b1faae4f0cdef29da0aae3b29752499,6_before,LongMethod,true,true
e6302103fcde6b7d0296d1005e5c785d,6_before,LongMethod,true,false
e6302103fcde6b7d0296d1005e5c785d,6_before,LongMethod,true,true
e6302103fcde6b7d0296d1005e5c785d,8_before,ComplexMethod,false,true
1501839811cb4b1c76011a5c9711ab74,7_before,ComplexMethod,false,true
8e44a306e4976b72e7dc409f63247b9f,13_before,ComplexMethod,false,true
3be83c4bf46e3b8cd3a9bb71e6c9106d,7_before,MultiFaceted,false,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,14_before,ComplexMethod,true,false
13e98e6db5bbcfe289e9bb2f4bfdabc3,1_before,ComplexMethod,true,true
13e98e6db5bbcfe289e9bb2f4bfdabc3,4_before,ComplexMethod,true,false
b2b2db9ef3e1f5c618c34fa2f9255326,7_before,MultiFaceted,false,true
a70a276e0b1afc5316aee53d1de24046,9_before,ComplexMethod,true,true
e0a4291cfbe4aecf7915dbfeed042a61,7_before,LongMethod,false,true
ac42d5d9e0a1342c7b05062a04663d99,6_before,LongMethod,true,false
93f06a87c53f6be9e4c07ea62a4926cd,11_before,LongMethod,true,true
93f06a87c53f6be9e4c07ea62a4926cd,12_before,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,1_before,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,2_before,LongMethod,true,true
93f06a87c53f6be9e4c07ea62a4926cd,5_before,ComplexMethod,false,true
93f06a87c53f6be9e4c07ea62a4926cd,7_before,ComplexMethod,false,true
25dfd34de877d7602ad6653d801afaa8,10_before,ComplexMethod,true,true
25dfd34de877d7602ad6653d801afaa8,11_before,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,12_before,ComplexMethod,true,false
25dfd34de877d7602ad6653d801afaa8,1_before,ComplexMethod,true,true
25dfd34de877d7602ad6653d801afaa8,5_before,ComplexMethod,true,false
90e08b0f8dcc70f38bf09522a04c2dd9,7_before,LongMethod,false,true
90e08b0f8dcc70f38bf09522a04c2dd9,8_before,LongMethod,false,true
0213ba65b562c9a8c6f7b994f1065516,11_before,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,1_before,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,3_before,LongMethod,true,false
0213ba65b562c9a8c6f7b994f1065516,6_before,LongMethod,true,true
40a68f77e8d665086e38a89e3f999da7,14_before,LongMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,11_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,12_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,13_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,1_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,2_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,5_before,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,6_before,LongMethod,true,false
5add76d2d62d2f2b36c607d4aa0be119,14_before,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,13_before,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,13_before,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,14_before,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,14_before,LongMethod,false,true
31b8fa74210a9e1e9207d40ab2ed2d8e,14_before,LongMethod,true,false
31b8fa74210a9e1e9207d40ab2ed2d8e,14_before,LongMethod,true,true
9059c2b077b0beecc1c11a1a5288fb52,11_before,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,1_before,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,3_before,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,6_before,LongMethod,true,true
c117191a49174507338363a6a628b181,7_before,MultiFaceted,false,true
9f94966d5719e28fffb8e57591b42fff,11_before,ComplexMethod,true,false
9f94966d5719e28fffb8e57591b42fff,12_before,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,1_before,ComplexMethod,true,true
9f94966d5719e28fffb8e57591b42fff,2_before,ComplexMethod,true,false
9f94966d5719e28fffb8e57591b42fff,5_before,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,8_before,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,10_before,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,10_before,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,1_before,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,1_before,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,3_before,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,3_before,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,6_before,ComplexMethod,true,true
e2b2689aab29ce64c188bfdb8f3486e7,6_before,LongMethod,true,true
178fd19250b1d1e55f7e614578d7f8db,14_before,ComplexMethod,true,true
852d0fb9c842e759dcb678427e85ea94,6_before,LongMethod,true,false
852d0fb9c842e759dcb678427e85ea94,8_before,ComplexMethod,false,true
64f1f80b7baec66f0ea454f74e33af14,13_before,MultiFaceted,false,true
64f1f80b7baec66f0ea454f74e33af14,13_before,MultiFaceted,true,true
64f1f80b7baec66f0ea454f74e33af14,1_before,MultiFaceted,false,true
64f1f80b7baec66f0ea454f74e33af14,7_before,LongMethod,false,true
1a5b250e684dbe70c8795ff6afb13fdb,4_before,LongMethod,true,false
1a5b250e684dbe70c8795ff6afb13fdb,6_before,LongMethod,true,true
1a5b250e684dbe70c8795ff6afb13fdb,7_before,MultiFaceted,false,true
2e431182da5c6bab80d265d34cdb832b,11_before,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,11_before,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,1_before,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,1_before,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,6_before,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,6_before,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,11_before,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,11_before,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,1_before,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,1_before,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,3_before,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,3_before,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,6_before,ComplexMethod,true,true
db12dbc04e8d5d54912be506d1296e64,6_before,LongMethod,true,true
25351509ad8cad6d943d4bda9466c393,11_before,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,12_before,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,13_before,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,1_before,LongMethod,true,false
25351509ad8cad6d943d4bda9466c393,1_before,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,5_before,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,6_before,LongMethod,true,true
